tanth          M1coeff        M2coeff        lam1           lam2           lam3           lam4           lam5           m3             m5             mH             vDelta         vphi           mu2sq          mu3sq          
0.00662        14.66362       1.81444        0.03238        0.88465        1.02569        -0.31362       0.18403        625.66978      634.52108      621.18941      0.57593        246.21461      -7840.1374     289771.93834   
0.00786        10.55178       -20.63398      0.03236        1.37909        -0.44518       0.52899        1.01643        514.43992      571.03208      483.65251      0.68391        246.2124       -7838.88922    128151.18429   
0.00126        3.36434        -5.38762       0.03235        0.92372        0.11755        0.2494         1.60839        717.02295      782.06225      682.18188      0.10957        246.2198       -7843.77406    450871.62416   
0.00549        11.65861       -5.11737       0.03235        1.34947        0.08474        0.11958        -3.28484       519.90385      266.69757      608.17341      0.47773        246.21629      -7839.52693    7092.86043     
0.00128        3.41803        20.14925       0.03235        1.18578        0.23181        0.04595        -4.76921       565.31314      174.57359      681.27066      0.11161        246.2198       -7843.47856    31253.24627    
0.00433        5.52101        16.22106       0.03236        0.23974        0.41608        0.29845        0.76557        495.19116      540.08776      471.144        0.37691        246.21769      -7844.44261    239383.66894   
0.00627        8.99726        -8.87266       0.03238        0.29047        0.92187        -0.23637       0.33273        509.66742      529.02309      499.70868      0.54616        246.21515      -7843.57722    234588.99599   
0.00864        23.22051       -17.06726      0.03237        1.42573        0.2363         0.12112        -1.37148       653.03772      585.77702      684.1686       0.75194        246.21081      -7830.31371    211923.85156   
0.0079         20.63423       24.7464        0.0324         0.80695        0.68593        -0.11664       -0.38065       665.5807       648.15254      674.11459      0.68803        246.21231      -7837.20349    333698.49336   
0.00973        15.65303       2.73267        0.03236        1.08238        -0.7237        0.79722        -0.56634       512.72738      478.07676      529.18103      0.84711        246.20834      -7833.29211    114483.61506   
0.00876        17.14325       28.57305       0.03239        1.1432         0.61337        -0.10607       0.76645        603.33609      640.86871      583.65067      0.76244        246.21056      -7837.77069    248746.7586    
0.00023        0.16971        18.07204       0.03235        0.98893        0.14438        0.32781        -0.96037       314.323        201.44865      357.64177      0.02011        246.21999      -7843.78059    -50216.10207   
0.00585        12.63633       9.09227        0.03236        0.39584        0.48816        0.16078        -1.98873       561.92349      441.86262      613.19505      0.5093         246.21579      -7839.35829    207499.98078   
0.00324        2.3173         -8.61459       0.03235        0.94846        -0.15122       0.36502        -0.20575       343.67829      324.97833      352.65476      0.28243        246.2187       -7843.30341    -3136.25055    
0.01145        13.07634       -17.29296      0.03244        0.55306        -0.88339       0.92472        1.13153        482.90518      549.12866      446.13196      0.99642        246.20387      -7845.69532    200301.61904   
0.0076         15.93603       -29.62255      0.03242        -0.00273       -0.09404       0.22738        0.07729        606.11327      609.75563      604.28719      0.66166        246.21289      -7844.83443    369907.12681   
0.00822        13.97975       -13.81768      0.03238        1.33901        0.38927        0.06394        0.93266        569.62676      617.1497       544.29632      0.71531        246.21169      -7838.00308    190319.16355   
0.00778        20.78238       13.40765       0.03236        0.7793         0.02637        0.04013        -2.78551       617.20511      460.6178       682.1313       0.67683        246.21256      -7832.76729    202060.31864   
0.00119        1.70325        19.26033       0.03235        0.04414        -1.02858       1.18429        -0.41892       485.65229      458.78648      498.54269      0.10386        246.21982      -7843.74981    217819.45714   
0.00979        11.0291        28.81939       0.03236        1.34636        0.72175        -0.18284       -2.08731       364.4448       81.09703       442.64281      0.85245        246.20819      -7843.60173    -93539.17893   
0.01116        14.6842        -14.49292      0.03239        1.43296        0.66074        -0.14918       1.49202        523.69559      603.73858      478.65115      0.97172        246.20466      -7835.56987    145635.57436   
0.00626        14.97349       -13.70178      0.03237        1.08206        0.34479        0.00493        -0.22311       639.81722      629.07536      645.11178      0.54536        246.21517      -7839.07634    271348.98312   
0.00723        16.47272       17.03282       0.03235        1.07226        -0.22519       0.28212        -2.85405       556.70788      370.16179      629.56707      0.62977        246.21356      -7835.06719    93459.77086    
0.00236        6.13152        6.94306        0.03235        1.14416        0.62383        -0.04149       -0.90107       651.96528      608.64379      672.57896      0.20543        246.21931      -7842.93734    259024.61889   
0.00087        0.74035        -8.22816       0.03235        0.27613        1.00288        -0.10002       1.03286        422.80164      491.29419      384.00127      0.0761         246.21991      -7843.82402    176585.15034   
0.00332        6.90755        16.70276       0.03235        0.55556        -0.97079       1.11833        -2.16078       545.20484      407.80871      602.25921      0.28861        246.21865      -7842.25043    164415.90735   
0.01118        21.61792       -25.07375      0.03236        1.0863         -0.05477       0.37115        -1.87084       529.24002      407.87587      580.44929      0.9728         246.20463      -7826.16581    91511.69558    
0.00835        11.58662       27.49012       0.03237        0.42597        1.23222        -0.31568       -0.77608       466.85521      413.6879       491.2762       0.72722        246.21141      -7838.4534     142890.26535   
0.0036         7.92866        27.18216       0.03235        0.33726        -0.10837       0.25869        -1.49853       581.58282      497.4838       619.36262      0.31321        246.21841      -7842.37054    251970.17944   
0.01102        15.52746       -5.45265       0.03235        1.19864        0.23308        0.15897        -1.03215       462.57038      388.99683      495.24334      0.95954        246.20504      -7831.4587     37312.73672    
0.00227        0.15333        -5.50872       0.03234        0.92899        0.29208        0.02818        1.31548        227.21955      362.44324      108.44083      0.19771        246.21936      -7843.35936    -21141.45868   
0.0027         1.51091        -1.63509       0.03235        0.86461        0.32767        0.20972        -0.57616       282.90997      212.37695      312.25783      0.23486        246.2191       -7843.74962    -42261.53519   
0.00018        0.41004        16.48657       0.03235        1.02907        0.105          0.04014        0.45787        647.4087       668.50511      636.59837      0.01533        246.22         -7843.77862    308245.28108   
0.00044        0.21786        24.84647       0.03235        0.59291        0.99727        -0.26472       0.2558         305.7452       330.15041      292.78068      0.03852        246.21998      -7843.77461    29350.21528    
0.00276        2.32781        20.54662       0.03235        0.40962        -0.33696       0.55208        -0.02834       382.38937      380.21235      383.4728       0.23987        246.21907      -7843.48698    95725.2834     
0.00354        1.83983        -21.74799      0.03235        0.74364        0.07321        0.09323        0.14883        308.22502      322.40302      300.88315      0.30815        246.21846      -7843.32309    9308.267       
0.00402        8.04508        -15.04294      0.03235        0.38751        -0.81991       0.92664        -2.57087       519.77731      338.00207      590.02244      0.35028        246.21801      -7841.55648    145219.9053    
0.0034         3.32658        16.93295       0.03235        0.32335        -0.64582       0.7283         -0.79019       382.57578      313.8759       412.65771      0.29602        246.21858      -7843.07026    83234.71862    
0.00188        0.26248        -14.41206      0.03235        0.47631        -0.60588       0.78014        1.21636        247.32861      367.26486      155.93717      0.1637         246.21956      -7844.19461    40275.52529    
0.00809        8.03614        -19.3012       0.03235        0.94626        0.70694        -0.20431       -1.09702       373.7806       270.26061      415.97549      0.70417        246.21194      -7839.76152    -8354.96254    
0.00425        4.24808        14.98611       0.03235        0.8327         -0.42506       0.55951        0.82141        445.90147      498.6854       417.00953      0.37017        246.21777      -7843.06128    122793.50707   
0.00718        15.76865       -25.63511      0.0324         0.59809        -0.03134       0.5302         0.85216        638.71191      677.78926      618.24836      0.62543        246.21365      -7843.17651    361148.85392   
0.00305        5.61412        -12.40749      0.03235        0.54586        -0.36356       0.69238        0.0425         567.3628       569.59138      566.24468      0.26539        246.21886      -7843.2779     256981.43414   
0.00778        10.59187       12.02896       0.03235        1.30163        -0.63319       0.7307         -2.57256       398.69391      55.61034       486.70478      0.67753        246.21254      -7841.35738    -76793.06589   
0.00076        0.70847        -23.83082      0.03235        1.57047        -0.45876       0.52103        2.19886        478.86833      602.16285      403.32638      0.06601        246.21993      -7843.7561     105540.27202   
0.00651        6.97063        -15.13178      0.03236        1.13854        0.16903        -0.03542       1.53465        482.78169      570.96324      431.98466      0.56629        246.21479      -7842.29495    141492.85044   
0.00226        0.25248        24.96489       0.03235        0.80825        0.23869        0.19009        1.19948        236.32094      358.64111      139.4976       0.19635        246.21937      -7843.78907    -5763.45066    
0.00461        2.64953        9.79594        0.03235        1.09128        0.2664         0.05186        0.02909        317.69502      320.52929      316.26495      0.40137        246.21738      -7843.40276    -30480.27633   
0.0114         2.78976        1.67218        0.03238        0.24403        -0.55965       0.65226        0.5613         244.19675      306.04542      206.46883      0.99211        246.20401      -7847.42403    47056.30937    
0.00295        7.01469        -29.97356      0.03236        0.52524        0.41642        -0.09864       1.30324        673.58029      729.80934      643.6265       0.25667        246.21893      -7844.04879    429479.87558   
0.00668        17.93598       12.49865       0.03239        1.37388        -0.05621       0.2            1.34712        712.99789      768.17635      683.73283      0.58143        246.21451      -7840.40044    382644.88548   
0.00631        18.34294       -16.72634      0.03238        0.51864        -0.90552       1.08218        -1.56418       677.39955      603.25447      711.57514      0.54911        246.2151       -7838.4158     348500.33292   
0.00332        5.34891        -10.44171      0.03235        0.66389        -0.99616       1.10837        0.53646        544.45056      573.50533      529.32517      0.28936        246.21864      -7843.34748    232170.47637   
0.00933        20.44225       -12.49907      0.03242        0.80896        -0.77868       0.79259        0.59592        631.95031      659.79125      617.55177      0.81255        246.20927      -7839.1127     319246.58097   
0.00951        13.41351       -19.25053      0.03243        1.40022        -0.09639       0.27338        3.06309        581.70045      723.76367      495.62518      0.828          246.20886      -7846.75268    261328.28031   
0.0073         5.05768        -23.64939      0.03235        0.57602        -0.04786       0.40533        0.25491        358.21657      378.92563      347.39476      0.63565        246.21344      -7841.71564    66108.75918    
0.00528        6.88798        -18.05925      0.03235        0.33188        -0.63373       0.83025        -1.38973       430.08471      317.20335      476.59968      0.45969        246.21657      -7841.3748     102552.94582   
0.00208        4.41649        23.03833       0.03235        0.94911        0.87251        -0.27005       1.19449        637.39287      691.9053       608.30707      0.18088        246.21947      -7843.63155    327422.56873   
0.00776        16.55895       -7.57125       0.03238        0.72212        0.99617        -0.2131        -0.55759       595.4194       566.25409      609.46823      0.67569        246.21258      -7837.68224    250020.08328   
0.00657        14.47473       25.72595       0.03239        0.27156        0.75419        -0.04253       -0.02942       618.6325       617.32057      619.28684      0.5719         246.21469      -7842.63809    348960.52469   
0.00304        5.56939        13.63526       0.03235        0.09014        -0.79282       0.94593        -0.08172       562.50928      558.12406      564.68978      0.2647         246.21886      -7843.72496    303028.51979   
0.00431        9.40302        -3.98035       0.03235        0.53276        -0.29769       0.52669        -2.30416       556.7313       412.60181      616.27873      0.37524        246.21771      -7841.09099    175496.37242   
0.00122        0.8686         -23.39737      0.03235        0.92971        -1.03482       1.05052        1.2856         403.90856      490.96893      352.40302      0.10602        246.21982      -7843.74438    89370.2924     
0.00818        9.19027        -3.74532       0.03238        0.79832        -0.17103       0.43069        1.09454        478.35455      543.25532      442.34363      0.71194        246.21177      -7842.33758    165176.44083   
0.00312        2.8757         26.47677       0.03235        0.179          -1.03308       1.04381        -0.17182       393.73661      380.38987      400.24353      0.272          246.2188       -7843.55726    128158.13171   
0.00375        1.61199        24.42418       0.03235        0.72168        1.04178        -0.25634       -0.13361       265.99203      250.49448      273.41038      0.32662        246.21827      -7843.57352    -20752.87944   
0.00193        4.0089         -2.16813       0.03235        1.08813        -0.31005       0.42055        0.77351        620.37649      657.08023      601.18428      0.16811        246.21954      -7843.50724    276376.1976    
0.00597        2.53881        -15.09667      0.03235        0.7324         -1.05568       1.09628        1.00179        323.17203      406.28894      272.25893      0.51946        246.21562      -7843.14504    45953.0042     
0.00853        10.3068        9.13968        0.03235        0.3328         -0.41665       0.5064         -2.02074       386.10174      163.23699      458.56037      0.7427         246.21104      -7837.37649    47504.90725    
0.00789        12.2421        -1.64685       0.03239        1.44284        0.57081        -0.16076       2.21556        580.82053      686.75211      519.81126      0.6867         246.21234      -7841.7832     229547.32363   
0.00767        18.09877       5.02028        0.03243        0.50732        0.72039        -0.08091       1.17111        668.02619      719.21419      640.90327      0.6678         246.21276      -7845.17342    420240.54344   
0.00722        17.50658       28.06722       0.03242        0.64108        0.1879         0.23213        1.41171        681.88953      742.11914      649.68601      0.62848        246.21358      -7844.91287    430117.27981   
0.0104         28.07805       -14.30347      0.03246        0.91165        -1.21291       1.2186         0.41574        694.8662       712.61826      685.80809      0.90498        246.20669      -7835.53749    384777.47008   
0.00714        3.99916        16.18007       0.03236        0.27933        -0.07461       0.1764         0.16619        320.3452       335.87324      312.28943      0.62113        246.21373      -7843.05       73846.10072    
0.00056        1.18242        -17.77762      0.03235        0.62704        0.48715        0.06543        -1.96064       554.263        433.97534      605.51121      0.04888        246.21996      -7843.73747    171743.28973   
0.01022        24.6557        -10.77306      0.03243        0.92101        0.68985        -0.0178        0.068          649.77193      652.81766      648.22667      0.88942        246.20715      -7834.00977    312501.50112   
0.00682        10.50024       22.8121        0.03235        0.73404        0.65479        -0.19403       -1.18616       481.94168      400.6426       517.81517      0.59332        246.21428      -7838.8286     107387.54942   
0.00685        19.81063       5.74858        0.03239        0.818          0.96882        -0.15642       -0.66449       695.42743      665.85145      709.74488      0.59602        246.21423      -7838.08182    364298.62467   
0.00353        0.84584        26.67922       0.03235        0.79337        0.40593        -0.11666       1.1957         279.18001      387.97783      204.07789      0.30745        246.21846      -7843.6187     18039.69278    
0.00811        12.75705       14.12348       0.03238        0.80714        0.30185        0.03975        0.36212        533.61369      553.89308      523.16893      0.70625        246.2119       -7839.63012    197901.60976   
0.01082        6.7261         -25.45731      0.03238        0.12759        -0.36847       0.62474        0.02885        330.25975      332.4411       329.1745       0.94218        246.20558      -7843.34097    94315.57364    
0.00681        19.78153       -11.47554      0.03236        0.85176        0.4247         0.00293        -3.44311       633.34541      438.52128      710.99815      0.5931         246.21429      -7834.27451    193433.25008   
0.01083        28.63758       26.85181       0.03236        0.80272        0.1827         0.36189        -3.76501       588.47154      344.00424      678.40595      0.94268        246.20556      -7821.2014     134976.12991   
0.00671        16.45977       28.39177       0.03238        0.57872        0.09466        0.06333        -1.13974       626.51651      568.86881      653.42677      0.58413        246.21446      -7838.51188    287892.15769   
0.00629        9.6773         19.31843       0.03235        1.25184        0.56211        -0.1582        -1.06648       485.26081      413.45497      517.42835      0.54767        246.21513      -7839.35458    51428.27856    
0.00475        6.79102        12.19934       0.03235        0.14299        0.02654        0.30692        -1.29706       457.89127      362.06169      498.94879      0.41339        246.21722      -7842.07935    153036.56725   
0.00404        10.88161       8.37834        0.03235        1.52436        0.20493        0.10137        -2.65789       623.60865      477.27023      685.1497       0.35131        246.218        -7840.57049    123510.32492   
0.00124        0.37878        22.38829       0.03235        0.87906        -0.33677       0.41933        0.84682        280.52942      360.64313      230.24615      0.10826        246.21981      -7843.75193    -2204.5859     
0.0013         2.42335        -6.38291       0.03235        1.02388        -0.08346       0.37121        -0.794         549.17306      503.4345       570.66888      0.11278        246.21979      -7843.57527    153374.59081   
0.0069         3.63087        -13.70289      0.03235        0.6384         0.87873        -0.27357       -0.6041        270.75031      191.27107      302.75891      0.60065        246.21414      -7842.78173    -22459.32656   
0.00897        25.5234        -1.33259       0.03246        0.65464        0.80088        -0.07713       0.82067        721.34641      755.0091       703.90917      0.78075        246.2101       -7842.07106    465797.6411    
0.00026        0.51713        14.05005       0.03235        1.0438         0.69215        -0.21433       -1.39612       547.38063      463.67082      584.75892      0.02292        246.21999      -7843.77169    130748.82305   
0.00215        4.11358        21.30295       0.03235        1.19848        0.19466        0.23494        1.54712        616.50251      688.41419      577.19611      0.18712        246.21943      -7843.58188    281680.37004   
0.01018        3.85657        -26.59831      0.03241        1.5811         -0.08647       0.22676        0.49646        284.66028      332.91773      257.19475      0.88584        246.20725      -7859.01252    -95759.21435   
0.00901        22.54973       -2.2386        0.03235        1.27136        -0.03294       0.09078        -3.38672       576.93897      357.0847       659.9207       0.78473        246.21         -7829.03169    76031.93234    
0.00985        4.29809        -1.22573       0.03236        0.39847        -0.23138       0.37415        0.16176        284.37642      301.08763      275.63422      0.85751        246.20805      -7841.34776    37446.75979    
0.00928        22.83555       -26.96096      0.03237        1.33916        -0.0348        0.21804        -1.75032       612.7154       518.67481      654.66108      0.80774        246.2094       -7828.78476    159846.90678   
0.00567        14.65676       -6.54656       0.03236        1.34769        0.66969        -0.1479        -0.18361       666.65826      658.21775      670.82981      0.49364        246.21604      -7839.24654    275433.65808   
0.00984        22.72461       -10.26118      0.03247        1.16999        0.00209        0.03909        2.23052        685.30788      777.62878      634.12012      0.85668        246.20808      -7844.20916    395307.72268   
0.00815        17.96325       -6.99616       0.0324         0.5242         -0.84305       0.97146        -0.45679       608.3187       585.04139      619.62384      0.70918        246.21183      -7838.5197     292593.49617   
0.00496        0.36207        -8.09835       0.03235        0.80986        0.15763        0.25306        1.50869        241.75483      387.12176      112.851        0.43162        246.21697      -7843.38532    5960.85151     
0.00145        2.99871        -18.56908      0.03235        0.15791        -0.6182        0.63614        -1.51241       560.67991      471.85222      600.18363      0.12617        246.21974      -7843.58541    249356.54404   
0.00554        3.72883        -20.25591      0.03236        0.67008        1.28051        -0.37017       1.58958        406.62672      511.45825      342.38135      0.48236        246.21622      -7844.87791    132219.77358   
0.00777        1.93406        10.12094       0.03235        0.76743        -0.70336       0.84069        1.19008        281.75345      389.36258      208.02819      0.67679        246.21256      -7843.11676    22445.4994     
0.00351        3.09735        6.88611        0.03235        1.03483        -0.5394        0.60776        -0.28947       380.88872      357.14219      392.22079      0.30512        246.21849      -7843.03037    10842.08819    
0.0105         25.85766       -4.42034       0.03235        1.19822        0.29779        0.14424        -3.34743       572.10782      352.5785       654.79737      0.914          246.20643      -7824.02439    80521.54956    
0.00735        12.95895       0.35949        0.0324         1.01852        -0.34512       0.4217         2.1661         610.45212      709.89046      554.08056      0.63978        246.21335      -7844.96902    314799.69483   
0.00227        5.6868         -8.33488       0.03235        0.388          -0.74704       0.94624        -2.42321       602.15989      464.40288      660.34733      0.19766        246.21937      -7843.00928    242087.93181   
0.00607        11.44131       27.74725       0.03235        0.53873        0.06492        0.30948        -2.14858       512.89921      364.66511      572.79921      0.52836        246.21546      -7838.97068    132699.25446   
0.00842        21.84747       25.54112       0.03236        0.85735        0.48473        -0.04758       -3.63987       584.21602      347.65221      671.93872      0.73315        246.21127      -7830.3588     127126.23302   
0.00432        9.42022        -5.17577       0.03235        1.0026         -0.59573       0.62623        -1.4718        579.12415      496.11426      616.44661      0.37572        246.21771      -7841.04266    169191.99803   
0.00771        6.15064        -19.84494      0.03237        0.554          0.38459        -0.09456       0.64793        398.21013      444.61381      372.84322      0.67098        246.21269      -7842.66707    110953.06848   
0.01143        12.61621       -13.87632      0.03235        1.31843        -0.00559       0.0816         -0.76168       411.26995      350.4068       438.50992      0.9947         246.20393      -7835.15069    -13884.90679   
0.00789        15.39208       19.99065       0.03237        0.90158        -0.47024       0.65914        -0.31185       574.4616       557.89258      582.55812      0.68722        246.21233      -7837.35448    211304.40779   
0.00799        16.10936       -17.70098      0.03237        0.71721        0.18686        0.14331        -1.29684       558.1556       482.44761      592.37772      0.6959         246.21213      -7835.84087    185180.04009   
0.00027        0.5845         15.82743       0.03235        1.85304        0.0753         -0.00691       -2.58222       541.16686      369.21653      609.20596      0.02387        246.21999      -7843.77109    -10087.24837   
0.00696        17.87647       -25.04564      0.03236        0.9071         0.43617        0.0371         -2.20131       617.03152      497.07382      668.97853      0.60551        246.21404      -7835.45879    203915.22464   
0.00518        4.78641        7.71837        0.03235        1.29456        0.04915        0.06915        -0.40963       385.34778      351.70713      401.10475      0.45083        246.2167       -7842.43337    -20866.17837   
0.00632        16.18397       0.90746        0.0324         0.35163        0.3022         0.08188        0.18855        672.18583      680.62672      667.92432      0.54982        246.21509      -7842.86702    414900.28528   
0.00312        7.32118        1.09444        0.03235        1.15254        0.83101        -0.21771       0.75704        657.33198      691.3608       639.63729      0.27121        246.21881      -7842.98373    315287.67115   
0.00775        22.00255       21.18474       0.03239        0.92163        0.63745        -0.14103       -0.64087       689.30243      660.63084      703.18676      0.67428        246.21261      -7836.03472    344030.04997   
0.00492        4.66362        1.39334        0.03236        1.41183        0.80943        -0.23298       2.73763        498.03693      643.43296      406.27102      0.42823        246.21702      -7843.93738    159841.46727   
0.00507        3.50365        21.96594       0.03236        0.72741        -1.02487       1.04748        1.41287        404.02963      499.00144      346.92941      0.441          246.21684      -7844.04287    117923.08077   
0.00561        4.13447        -18.18883      0.03235        0.98477        0.72668        -0.07217       -1.28104       298.98345      107.81149      358.1542       0.4887         246.21612      -7844.07442    -68893.57841   
0.00874        24.48935       6.23232        0.03247        0.57           0.59841        0.06078        1.23984        724.98634      775.10219      698.58434      0.76054        246.2106       -7845.25798    494064.6321    
0.00939        24.46583       27.64284       0.03247        0.51432        0.2034         0.22879        0.70763        689.38441      719.98397      673.5631       0.81711        246.20915      -7842.89965    434434.95915   
0.01133        20.57831       -26.97423      0.03235        1.00802        0.62421        -0.05487       -3.07708       472.26888      190.19233      562.52413      0.98601        246.20421      -7828.21866    7381.67765     
0.00444        9.15759        -5.4503        0.03237        0.53529        0.56875        0.1105         1.66099        640.12469      714.43777      599.52606      0.38617        246.21758      -7844.91873    395183.69469   
0.00103        1.88748        25.1053        0.03235        1.29451        -0.13116       0.14879        1.34395        600.15428      664.59588      565.18463      0.08955        246.21987      -7843.71319    243978.89663   
0.0049         2.23204        -16.74226      0.03235        0.71306        1.46966        -0.44355       0.09309        286.53085      296.07051      281.63689      0.42671        246.21704      -7843.08143    -1578.75147    
0.008          5.36966        12.17056       0.03235        0.28444        0.92187        -0.03077       -0.50891       318.57182      265.96319      341.85025      0.69609        246.21213      -7841.00199    51619.83363    
0.01122        11.25215       -9.90055       0.03235        1.21378        -0.40837       0.58223        -0.8886        384.35789      306.15246      417.98734      0.97637        246.20451      -7837.19833    -26433.26417   
0.00209        5.19643        19.68345       0.03235        1.44783        0.09379        0.07349        -1.02313       633.92563      582.98944      657.91509      0.18194        246.21946      -7843.0518     195321.70398   
0.00449        6.03262        2.84571        0.03235        1.3831         -0.10955       0.25017        1.45382        527.01598      604.88717      483.39439      0.39127        246.21751      -7842.49434    154118.51719   
0.0071         17.17132       16.5449        0.03237        1.16999        0.07328        0.25054        -0.61944       634.39354      604.15772      648.9704       0.61783        246.2138       -7836.70492    241866.87366   
0.01056        2.56554        -24.19342      0.03236        0.52596        0.49245        -0.0276        -0.1562        193.82234      166.82602      206.00807      0.91919        246.20627      -7846.29873    -31070.92245   
0.01029        22.63719       -0.27274       0.0324         0.78057        0.17443        0.01614        -0.976         594.653        542.59555      619.0169       0.89534        246.20698      -7830.83981    229358.09678   
0.00832        17.53225       6.89877        0.03235        0.81998        -1.03674       1.11393        -3.61152       507.49046      196.60533      605.7842       0.72399        246.21148      -7833.34888    48674.01247    
0.0051         9.46335        12.76994       0.03236        1.44832        -0.63153       0.65388        0.92357        592.31965      637.87916      568.16555      0.44426        246.21679      -7841.2701     203258.91252   
0.00076        1.56668        25.08146       0.03235        0.67988        -0.58786       0.743          -2.32983       536.54843      382.96183      598.7456       0.06623        246.21993      -7843.69718    134837.4534    
0.00592        5.20944        -28.6969       0.03235        1.60113        0.07374        0.02816        2.02615        463.28152      580.75342      391.53426      0.51533        246.21569      -7841.97285    81820.21467    
0.0082         8.02448        -9.16044       0.03237        0.08154        -0.19768       0.56932        -0.56222       391.68871      345.32391      412.92428      0.71347        246.21173      -7841.50762    126440.5538    
0.00835        7.83964        17.3063        0.03236        1.11178        -0.31344       0.4412         0.76446        432.07344      482.87229      404.27273      0.72665        246.21142      -7839.54009    75126.22624    
0.00738        16.57433       7.0938         0.03235        0.96376        -0.30762       0.46564        -2.43769       562.99389      411.36768      625.14969      0.6427         246.21329      -7834.94811    126234.65405   
0.00473        10.80287       24.35346       0.03238        -0.1837        -0.70934       0.99095        -0.1481        626.80595      619.69193      630.33621      0.41203        246.21724      -7844.41799    410719.29702   
8e-05          0.17345        -3.52658       0.03235        0.72412        -0.58095       0.70382        -3.78573       494.82046      123.85391      599.66744      0.00731        246.22         -7843.78021    42295.01871    
0.00231        6.1086         4.99735        0.03235        0.29732        -0.44222       0.54923        -0.29668       672.15549      658.64754      678.80843      0.20092        246.21934      -7843.53331    406754.03306   
0.0069         18.38259       1.15176        0.03241        1.2461         -0.60461       0.63196        1.82615        720.39244      793.50543      680.89413      0.60095        246.21413      -7842.22579    423214.05315   
0.0032         0.54674        -18.03506      0.03235        0.34608        -0.36812       0.66962        0.19816        189.15817      218.47923      172.64121      0.27831        246.21874      -7843.66781    -204.8616      
0.00083        1.75622        8.3201         0.03235        1.0214         0.01956        0.12844        -1.54197       568.62199      479.43421      608.33184      0.07193        246.21992      -7843.68112    152750.73467   
0.00928        24.31579       -4.27042       0.03236        0.88034        -0.64123       0.75605        -3.47957       592.176        373.72339      675.38224      0.80793        246.2094       -7827.38648    138422.33958   
0.00201        1.85534        -24.85004      0.03235        0.55512        -0.27574       0.63583        -0.13899       395.624        384.75882      400.94585      0.17495        246.2195       -7843.55993    84971.12875    
0.00347        9.60056        -2.37779       0.03236        0.23059        -1.45919       1.47596        -1.79843       653.12706      563.50056      693.60977      0.30245        246.21851      -7842.34914    344092.41987   
0.0076         11.6572        1.04603        0.03235        1.151          0.16547        0.07911        -1.84318       459.36227      315.07994      516.59108      0.662          246.21288      -7837.6974     15588.39513    
0.00306        5.33521        -26.1078       0.03235        1.66062        0.00446        0.16712        -0.83044       527.61483      477.43794      550.98923      0.26638        246.21885      -7842.59884    51814.82619    
0.00373        2.45133        -27.73377      0.03235        1.62523        0.27136        0.01686        0.55426        362.19297      405.80192      338.28416      0.32481        246.21829      -7843.6949     -49125.77083   
0.00832        17.83059       -20.20211      0.03237        0.52214        -0.43299       0.69664        -2.23841       552.47162      411.50178      610.86302      0.72436        246.21148      -7833.97618    173961.81918   
0.00953        12.41597       4.09453        0.03235        0.56422        0.18271        -0.01785       -1.88359       412.01765      235.80491      476.25119      0.82951        246.20882      -7835.1817     44268.02407    
0.01126        28.5234        14.41935       0.03237        0.88579        -0.06129       0.16524        -3.2907        584.38203      377.03724      664.16961      0.97972        246.20441      -7820.47114    134419.48305   
0.00816        3.77504        29.42899       0.03237        0.96752        -0.12195       0.26908        -0.67178       245.24966      140.25117      283.5343       0.71065        246.2118       -7848.34983    -77396.85284   
0.01141        20.54868       17.22121       0.03235        1.11172        -0.50216       0.53528        -3.05838       469.86497      188.56754      559.77174      0.99349        246.20396      -7828.81356    -6628.26009    
0.00557        15.1878        11.53711       0.03237        0.75417        -0.29954       0.37951        -0.55129       676.67538      651.55307      688.88753      0.48501        246.21618      -7840.39109    349758.67177   
0.00357        9.17851        -15.17322      0.03235        1.93802        -0.04429       0.0944         1.52267        702.30438      765.16538      668.65758      0.31116        246.21843      -7842.23897    304372.35487   
0.00291        4.95183        -3.59713       0.03235        0.78061        -0.9905        1.06944        -1.68301       495.65624      378.98705      544.69743      0.25296        246.21896      -7842.75053    100004.73965   
0.01009        24.44759       -28.42804      0.03237        0.60572        0.46589        0.00586        -2.94402       576.56101      391.95778      649.44815      0.87874        246.20746      -7826.60468    169571.67435   
0.0001         0.21904        0.5583         0.03235        0.98245        -0.11124       0.46057        -0.51608       615.47843      589.51401      628.05824      0.00842        246.22         -7843.78011    244049.56606   
0.01032        12.24652       -14.17166      0.03243        0.97661        0.73152        -0.04452       2.09077        519.56073      629.686        454.60372      0.89854        246.20688      -7846.26796    214805.27382   
0.00404        9.2471         17.34007       0.03235        1.55107        0.23081        0.04287        -3.86099       530.8072       218.53854      631.46536      0.35144        246.21799      -7841.50398    -23306.86411   
0.00067        1.30281        19.10462       0.03235        0.73183        0.57168        -0.14882       -1.19478       551.44894      481.32781      583.35714      0.05802        246.21995      -7843.72765    179152.8166    
0.00584        5.33388        -22.18771      0.03236        0.3421         0.47388        0.24565        0.13448        403.7229       413.52706      398.73079      0.5087         246.2158       -7842.957      125516.15953   
0.00849        19.8246        -4.3499        0.03236        0.89906        0.94501        -0.24577       -3.06217       560.17585      357.92657      637.66158      0.73893        246.21113      -7831.50203    111938.49673   
0.00301        7.65915        29.79842       0.03235        0.38805        -0.35376       0.64372        -1.0766        640.54657      587.47102      665.49789      0.26208        246.21888      -7842.89138    330658.77293   
