tanth          M1coeff        M2coeff        lam1           lam2           lam3           lam4           lam5           m3             m5             mH             vDelta         vphi           mu2sq          mu3sq          
0.00798        15.39349       -12.34498      0.03243        0.49528        0.53601        0.18873        1.53274        618.2202       689.19253      579.49158      0.69491        246.21215      -7847.23595    368527.77062   
0.00674        8.98801        -11.71638      0.03239        -0.00198       0.45801        0.15226        0.19534        488.00271      499.89642      481.95171      0.5866         246.21441      -7845.05212    244254.30024   
0.0067         5.2137         14.57392       0.03237        1.72203        0.1993         -0.06643       3.36029        487.15611      664.16792      367.98907      0.58332        246.21447      -7844.08672    130430.1372    
0.00342        4.17143        28.6839        0.03235        0.67468        0.02799        0.1529         -0.85222       431.75301      367.21439      460.64132      0.29788        246.21856      -7842.78075    78824.22744    
0.00681        18.09351       25.00483       0.03242        0.58893        -0.3747        0.5138         1.18531        705.82754      755.11692      679.84517      0.59323        246.21428      -7844.37478    462780.75237   
0.0055         4.90781        1.65762        0.03236        0.6474         0.22544        0.16839        0.72622        421.08979      470.47468      394.08115      0.47895        246.21627      -7843.02097    120834.00308   
0.00888        24.70234       27.88216       0.03239        0.57606        -0.08848       0.2067         -2.28244       644.3951       526.41246      695.90589      0.77285        246.2103       -7830.92304    276319.18817   
0.00879        4.1714         -25.03509      0.03238        1.24606        -0.18992       0.46861        2.56968        400.64959      562.18318      287.6717       0.76514        246.21049      -7845.44697    87205.07695    
0.00866        13.0438        12.07855       0.03238        1.32093        0.26803        0.01979        1.29858        549.13859      616.73386      511.98881      0.754          246.21076      -7838.77913    180795.39122   
0.00378        6.78825        19.65986       0.03235        0.7044         -0.2323        0.27734        -2.12612       498.33602      345.7166       559.23519      0.32893        246.21824      -7841.92897    98521.17024    
0.00911        6.52681        -23.53271      0.03237        1.08329        -0.17151       0.42956        1.79534        423.24643      536.4047       353.32155      0.79316        246.20978      -7842.67625    102087.48888   
0.00163        4.12303        -8.20488       0.03235        0.1107         -0.1355        0.27145        -0.51815       652.03257      627.4703       663.97296      0.14175        246.21967      -7843.68268    396009.93172   
0.00498        7.42727        -0.71907       0.03235        0.37103        -0.87447       0.97045        -1.76214       453.90331      314.94794      509.3552       0.43389        246.21694      -7841.24706    107621.03384   
0.0008         2.26026        27.8157        0.03235        1.43038        -0.23532       0.40356        -1.85789       660.97318      569.45171      702.27515      0.06946        246.21992      -7843.65696    207148.81285   
0.01023        27.52903       -21.57614      0.03237        1.27411        0.39371        0.0799         -2.27721       631.90256      510.87287      684.40412      0.8909         246.20711      -7823.84417    175653.95328   
0.01086        22.65995       0.67346        0.03238        0.59319        0.42635        0.17943        -2.07525       548.1023       417.84648      602.74008      0.94527        246.20548      -7827.36979    165568.26194   
0.00384        10.02336       15.38227       0.03235        0.64748        -0.09993       0.13516        -2.9951        603.41444      427.30791      674.43425      0.33395        246.21819      -7841.14944    194842.87163   
0.00243        5.30656        4.58315        0.03235        1.11817        -0.1561        0.41275        -2.36825       554.73407      405.17533      616.04317      0.21192        246.21927      -7842.83785    100371.67277   
0.0105         11.65381       8.21712        0.03237        1.62535        0.63281        -0.18834       -1.55172       382.33221      228.46143      439.49618      0.91415        246.20642      -7844.30999    -97873.77276   
0.00327        4.39175        19.15952       0.03235        0.66207        0.24005        0.28179        -0.65545       462.60448      417.52897      483.56741      0.28461        246.21868      -7842.86382    113890.91371   
0.00868        4.93935        20.76941       0.03236        1.44527        0.35749        0.00536        0.08857        319.07975      327.66319      314.69676      0.7552         246.21073      -7846.36917    -70641.71269   
0.00171        2.5741         -6.93269       0.03235        1.69282        -0.33039       0.39076        -2.19191       442.37087      250.59206      511.99527      0.14883        246.21964      -7843.62861    -76007.56458   
0.00451        2.80999        -17.19234      0.03235        0.91925        0.05096        0.41225        1.3383         386.12912      479.73285      329.50087      0.39242        246.2175       -7843.36182    78161.82608    
0.00674        9.54937        11.9416        0.03236        1.63094        0.49029        -0.15134       1.543          541.72597      622.15604      496.63692      0.58668        246.21441      -7840.14701    142525.02158   
0.01142        12.78211       5.74154        0.03235        1.11815        -0.01428       0.35199        -0.28887       431.44662      410.70674      441.4215       0.99397        246.20395      -7833.1623     41840.49116    
0.00327        5.69473        -3.20341       0.03236        0.69195        -0.05467       0.52036        1.22562        583.12868      643.68157      550.3598       0.28496        246.21868      -7843.79264    293283.16595   
0.00037        0.71858        -14.56789      0.03235        0.71323        0.32179        0.06081        -0.78191       558.70695      514.53379      579.53227      0.03243        246.21998      -7843.76652    201971.10439   
0.0002         0.2056         -1.60009       0.03235        0.70019        0.69059        0.04206        -0.11702       423.65284      415.1953       427.8189       0.01703        246.22         -7843.77874    91037.39058    
0.0004         1.10832        19.26657       0.03235        0.46455        0.07369        0.49524        -1.61212       653.92724      574.36513      690.27789      0.03525        246.21998      -7843.75987    322432.00857   
0.01069        23.21927       7.70661        0.0325         -0.01742       -0.53204       0.7837         0.30802        622.44637      637.29816      614.90192      0.93073        246.20593      -7848.11733    398879.52116   
0.00956        20.34875       -23.83075      0.03242        0.24723        0.37664        -0.05522       -0.59583       593.67001      562.18986      608.79149      0.8324         246.20874      -7838.54316    304259.47252   
0.00476        13.34412       -15.559        0.03237        0.57882        -0.26718       0.63402        -0.35525       690.92646      675.09595      698.70518      0.41431        246.21721      -7841.9179     396381.09822   
0.00025        0.51544        16.51446       0.03235        1.6581         -0.07733       0.10532        -1.76779       551.09668      443.32929      597.73813      0.02186        246.21999      -7843.77197    49081.94078    
0.00032        0.62071        26.09236       0.03235        1.56709        0.48613        -0.07462       1.229          615.03018      672.88779      583.95563      0.02759        246.21999      -7843.77169    225512.61424   
0.00206        3.7353         10.98715       0.03235        0.4468         -0.55395       0.76676        -1.50713       519.11867      422.06432      561.38794      0.17963        246.21948      -7843.31401    169636.88133   
0.00263        6.56517        5.94231        0.03235        0.50901        -0.56045       0.68919        -0.58751       645.32581      617.12357      658.97372      0.22913        246.21915      -7843.1869     336925.49928   
0.00157        2.49453        13.90506       0.03235        1.67141        0.18744        0.02399        -0.94832       498.03755      436.54613      526.09408      0.13659        246.2197       -7843.51229    16651.03855    
0.00508        10.83876       -2.93253       0.03235        0.58158        0.84069        -0.08576       -2.08062       555.51501      427.13215      609.64532      0.44199        246.21683      -7840.15994    175000.37883   
0.00149        0.57229        -13.5271       0.03235        0.85984        0.02457        -0.00524       0.67703        295.72122      358.43295      258.72607      0.1296         246.21973      -7843.72298    3708.36491     
0.00406        8.33408        22.43541       0.03236        0.30409        1.30085        -0.41704       -1.28758       564.34785      490.43077      597.88683      0.3533         246.21797      -7842.20158    242632.24852   
0.00366        8.08488        27.70543       0.03235        0.92661        -0.27634       0.48319        -2.57286       553.32793      387.6826       619.76141      0.31897        246.21835      -7841.63066    115883.74048   
0.00291        1.3246         -16.71725      0.03235        0.87325        0.02045        0.13032        0.00562        281.96312      282.47562      281.70535      0.25306        246.21896      -7843.68126    -26232.03303   
0.00723        14.17626       -26.09733      0.03238        0.46531        0.0484         0.04169        -0.71479       565.39807      525.48066      584.3262       0.62945        246.21356      -7839.37795    241478.51452   
0.001          0.05601        22.94159       0.03235        0.55297        -0.22314       0.34453        0.45108        152.94807      225.30756      98.52767       0.08734        246.21988      -7843.67543    -29968.48464   
0.00254        3.58149        -21.08031      0.03235        0.89625        -0.49756       0.5386         0.22214        501.87421      515.06007      495.14845      0.22143        246.2192       -7843.29808    149913.0277    
0.00811        13.33324       -22.24418      0.03237        1.40532        0.03136        0.09268        0.69359        554.35347      590.88485      535.13482      0.70587        246.21191      -7837.37265    157833.70407   
0.00822        18.78282       -20.87576      0.03238        0.26612        0.13629        0.46829        -1.89853       583.26929      474.24897      630.74344      0.71571        246.21168      -7835.66897    250278.15265   
0.00662        10.86063       -4.85482       0.03238        0.57718        0.85329        -0.0321        0.35698        544.42295      563.90846      534.41137      0.5764         246.2146       -7842.04228    237206.73071   
0.00351        8.87937        16.40876       0.03235        1.53771        0.51141        -0.10441       -2.16865       612.50694      493.70981      663.9778       0.30523        246.21849      -7841.50957    123011.63569   
0.01132        25.57229       -0.16949       0.03251        1.47879        0.44412        -0.02054       2.85535        692.73292      808.02242      627.18176      0.98538        246.20423      -7844.41814    387077.40375   
0.00429        1.0273         1.6067         0.0324         1.50801        0.07113        -0.00776       -0.13652       193.89328      171.24518      204.33335      0.37308        246.21774      -7856.3282     -149381.36166  
0.01065        28.41958       -13.48638      0.03239        0.72906        -0.32777       0.69777        -2.40253       626.08916      496.14093      681.81234      0.92667        246.20605      -7824.29843    230657.11157   
0.00441        8.02577        25.86347       0.03235        1.28555        -0.27922       0.49666        0.70026        581.40174      616.92154      562.79774      0.38396        246.2176       -7841.99107    203438.17538   
0.00535        11.67204       28.72874       0.03235        1.67183        0.2            -0.0543        -2.9558        538.87935      333.69949      616.35748      0.46555        246.21648      -7839.72656    -1832.41478    
0.00328        3.4918         20.16037       0.03235        0.37724        -1.37039       1.41867        0.88469        460.3173       515.35535      430.16744      0.28595        246.21867      -7844.03093    193000.61643   
0.00298        8.31544        -24.48291      0.03235        1.78073        -0.08598       0.1781         -2.07824       650.0671       544.53327      696.86282      0.25954        246.21891      -7841.97652    143640.82383   
0.00584        16.69596       -5.58597       0.03235        1.1064         0.51386        -0.06671       -3.99633       613.57009      366.27311      705.41325      0.50853        246.2158       -7836.64263    121159.99457   
0.00018        0.31235        28.25786       0.03235        1.37177        0.23605        0.01699        0.04142        548.69555      550.98385      547.5478       0.01579        246.22         -7843.77748    135999.84326   
0.00062        1.34687        -5.02043       0.03235        1.06796        0.28059        0.0447         -1.77736       572.08384      468.53541      617.37916      0.05356        246.21995      -7843.72281    143914.02269   
0.00572        11.04687       -15.89642      0.03237        0.72079        0.87169        -0.24231       0.39595        590.18824      610.09912      579.97262      0.49782        246.21597      -7842.00705    272872.9456    
0.00137        3.28737        -27.25009      0.03235        1.63011        0.39862        -0.05843       2.3452         699.36836      794.51373      646.56609      0.11919        246.21977      -7843.69183    362535.44512   
0.00912        5.94738        -2.03676       0.03239        0.57961        0.51543        -0.14578       1.24608        389.01492      476.27687      337.01617      0.79375        246.20976      -7845.53087    118807.30463   
0.00374        7.97496        -15.42572      0.03235        0.84185        -0.17004       0.57863        -0.82327       588.12811      543.9852       608.99827      0.32592        246.21827      -7842.09918    218832.58535   
0.00404        5.58229        -8.02279       0.03235        0.5903         0.32553        -0.09034       -1.55507       439.64018      314.60022      490.34137      0.35191        246.21799      -7842.15419    74554.75927    
0.00772        10.58825       17.85877       0.03237        0.38172        -0.89021       0.95018        -0.4374        474.80744      446.15472      488.50025      0.67229        246.21266      -7840.25413    165959.16632   
0.00484        10.14713       -7.38278       0.03236        0.11281        -0.3202        0.40701        -0.96101       579.47155      526.76602      604.10065      0.42144        246.21711      -7842.31921    292952.77936   
0.00543        10.42473       22.48048       0.03235        1.36037        0.34944        0.03832        -0.0499        576.79811      574.27288      578.04816      0.47275        246.21637      -7840.16597    166299.00043   
0.01096        3.56191        -7.25179       0.03236        0.82632        0.08737        0.30002        1.23434        306.62138      410.78586      238.00705      0.95377        246.20522      -7841.97233    31193.1931     
0.00529        3.17667        8.1513         0.03235        0.77502        0.41015        0.04838        0.02084        324.20619      326.21443      323.19265      0.46082        246.21655      -7842.59245    11793.02094    
0.00094        1.52508        -24.45774      0.03235        0.90487        -0.1838        0.34721        -0.13328       526.39466      518.63952      530.22951      0.08222        246.21989      -7843.69981    163324.8996    
0.00209        0.95133        18.62335       0.03235        1.5412         -0.02491       0.20772        1.28363        343.92654      442.88187      281.70107      0.18165        246.21946      -7843.74526    -29652.91899   
0.00748        11.17026       14.07528       0.03239        0.24946        1.63726        -0.49066       0.2734         517.84242      533.69945      509.7306       0.65146        246.21311      -7843.58184    246242.39206   
0.00855        12.89216       -1.41253       0.03235        0.61309        1.06271        -0.19386       -2.04882       447.55384      275.83095      512.24958      0.74462        246.21099      -7835.7363     63851.97599    
0.00681        13.7468        -25.47218      0.03239        0.4678         0.27957        0.0047         0.17274        597.25547      605.7961       592.93541      0.59278        246.21429      -7842.00842    305124.9759    
0.01066        29.67197       25.502         0.0325         1.41581        -0.59122       0.60466        2.30879        744.65485      833.47502      695.99741      0.92814        246.206        -7841.12258    452916.60123   
0.00364        1.86229        2.51277        0.03235        -0.08495       -0.44537       0.67391        -0.30405       282.68728      247.96706      298.53909      0.31668        246.21837      -7843.82363    80998.82776    
0.00439        2.44049        -15.72267      0.03235        1.72806        -0.04493       0.18963        1.76417        387.66923      507.11132      311.20164      0.38206        246.21763      -7843.12946    -5797.84444    
0.00094        2.59705        18.5059        0.03235        0.40234        0.74017        -0.21998       -0.27953       687.77806      675.35927      693.90403      0.08174        246.21989      -7843.72998    415791.05815   
0.00171        0.98307        3.00215        0.03235        0.00906        0.18813        -0.01542       0.27582        329.28383      353.77149      316.33036      0.14889        246.21964      -7843.89259    115692.35748   
0.00522        12.69048       14.17344       0.03237        0.97891        -0.49783       0.73555        -0.12039       647.70084      642.09272      650.48225      0.45452        246.21664      -7840.84886    297204.78959   
0.01142        0.19858        -15.23336      0.03235        1.40552        -0.11774       0.1732         2.9673         304.91448      522.15425      55.84641       0.99408        246.20395      -7841.80583    12406.68585    
0.00948        23.78637       1.48359        0.03248        0.11817        -0.07211       0.19768        0.42038        670.69805      689.41478      661.14576      0.82478        246.20895      -7846.0798     448216.2349    
0.0051         13.53456       -9.36196       0.03237        1.64518        0.05494        -0.00781       1.00391        701.60085      743.66717      679.58458      0.44419        246.21679      -7840.68867    323165.29304   
0.00108        2.43409        18.17602       0.03235        0.76515        0.56022        0.06335        -2.27506       568.10813      429.93409      625.85801      0.09418        246.21986      -7843.59917    161021.61286   
0.00446        10.99799       14.33128       0.03235        1.68622        0.04204        0.09871        -1.26256       625.468        561.00709      655.31764      0.38811        246.21755      -7840.26752    148517.76162   
0.00413        6.02657        9.93184        0.03235        0.81174        0.66348        -0.025         -0.02335       503.35503      501.986        504.0352       0.3595         246.2179       -7842.44646    154254.66442   
0.00468        9.76762        3.47146        0.03236        1.12124        -0.39828       0.55537        0.6272         618.62122      648.63164      603.05252      0.40706        246.21731      -7841.94848    265757.06746   
0.0013         0.83904        4.58037        0.03235        0.50843        0.46213        0.04545        -0.91404       291.70805      172.29844      335.85245      0.11274        246.21979      -7843.71322    -4256.2671     
0.00654        17.54328       8.36926        0.03239        0.52378        0.15883        0.21611        -0.5712        670.42548      644.11302      683.19651      0.56961        246.21473      -7840.04249    368660.21401   
0.00262        4.03624        -27.785        0.03235        1.56863        -0.064         0.11423        0.25284        524.80819      539.14162      517.49032      0.22846        246.21915      -7843.02653    92854.82347    
0.00073        0.64991        20.9806        0.03235        1.24596        0.37567        -0.08195       1.04946        433.11327      501.22417      394.67418      0.06323        246.21994      -7843.7501     68335.53355    
0.00492        11.11896       20.44578       0.03235        0.83707        0.98822        -0.17956       -1.93481       578.52375      466.36311      627.11998      0.42844        246.21702      -7840.08876    174595.94154   
0.00308        8.53521        19.35059       0.03236        0.1576         1.59579        -0.46929       0.96696        715.05653      754.97346      694.23907      0.26838        246.21883      -7844.36247    521533.83856   
0.00641        5.29302        24.09405       0.03237        0.56376        -0.30851       0.58395        1.0229         418.07071      486.77154      379.08172      0.55796        246.21494      -7843.99524    137507.53204   
0.00485        3.83706        22.04133       0.03236        0.43474        0.4846         0.14464        0.58705        394.28247      437.214        370.95867      0.42244        246.2171       -7843.60596    120594.17891   
0.00863        6.93521        28.01918       0.03235        1.16058        0.55759        -0.13129       -0.74158       342.66038      269.64444      373.8461       0.75135        246.21083      -7842.09587    -45652.065     
0.01007        11.23682       -24.5622       0.03239        0.74362        1.13066        -0.34684       0.79819        467.36212      516.27366      440.86547      0.87682        246.20751      -7840.49007    152314.36879   
0.00957        7.64862        12.64183       0.03236        1.34239        0.46582        0.01298        -0.93383       332.97813      233.20726      372.98105      0.8329         246.20873      -7845.33362    -80125.71518   
0.00361        8.98503        -15.26505      0.03235        1.02461        0.31817        0.20012        -1.76449       616.63107      522.68739      658.59328      0.31398        246.2184       -7841.63464    202484.14037   
0.00245        5.6194         -13.94776      0.03235        1.09783        0.41982        -0.02949       -2.93292       557.16442      364.12864      631.94228      0.21327        246.21926      -7842.77511    88400.33807    
0.00035        0.20064        15.00185       0.03235        0.3344         -0.1333        0.44634        0.93394        359.10324      430.78997      317.24237      0.03021        246.21999      -7843.78592    116722.03798   
0.0068         6.29794        -16.28769      0.03236        0.16011        -0.09767       0.57758        -0.63435       376.78118      321.5373       401.56276      0.59216        246.2143       -7841.73647    103257.49472   
0.00631        13.8911        -13.48002      0.03239        0.16066        0.22587        0.36494        -0.03727       618.29409      616.38033      619.25026      0.5491         246.2151       -7843.27792    361617.65456   
0.00069        0.05416        25.92519       0.03235        1.21874        0.46029        0.07813        2.61673        304.8517       501.58808      116.64601      0.06029        246.21994      -7843.67079    24492.12336    
0.00756        16.72746       -12.94673      0.03242        0.23419        -1.35972       1.38469        0.37901        630.03824      647.91553      620.91205      0.65772        246.21297      -7844.11445    379963.96016   
0.01053        10.40725       -0.72242       0.03235        1.34222        0.03155        0.28818        -0.34512       402.09025      375.14076      414.88427      0.91632        246.20636      -7837.1785     -11532.72778   
0.00814        11.36142       15.67157       0.03239        0.57483        0.68978        0.02384        0.79941        517.03518      562.05348      492.98621      0.70835        246.21185      -7842.98839    221910.27972   
0.00656        7.40634        6.2896         0.03235        1.53194        -0.07831       0.12336        -0.78182       415.77377      354.27114      443.32572      0.57106        246.2147       -7841.43815    -36553.61551   
0.00984        14.02043       21.40032       0.03241        0.52035        -0.50267       0.75052        0.49929        512.95926      541.83482      497.89341      0.85686        246.20807      -7841.44178    215254.09581   
0.00652        7.31368        29.86493       0.03237        0.69551        0.414          0.12714        1.16899        480.35748      549.36704      441.8286       0.56755        246.21477      -7843.64186    181941.24952   
0.00536        11.80062       18.3142        0.03236        0.86603        -0.45439       0.5565         -0.10712       616.54784      611.33311      619.1339       0.46651        246.21646      -7841.05507    271921.69681   
0.00077        1.47704        -2.74715       0.03235        0.45905        -0.60316       0.65766        -0.35604       568.68427      549.37667      578.09625      0.06699        246.21993      -7843.74205    256949.02522   
0.00111        0.89976        -21.18505      0.03235        1.29724        -0.17408       0.22629        0.9651         412.88417      478.49451      375.80746      0.09657        246.21985      -7843.70974    42426.73558    
0.00811        22.53315       -14.01543      0.03246        -0.08894       -0.10285       0.48753        0.0724         697.00273      700.03612      695.48807      0.70616        246.2119       -7845.77562    498696.33129   
0.00371        8.17802        -10.822        0.03235        1.08135        0.95467        -0.23154       -0.12966       615.98642      609.53458      619.184        0.32331        246.2183       -7842.21454    244372.37413   
0.00274        5.96499        11.69053       0.03235        0.47185        -1.22949       1.2722         -0.24553       609.47538      597.16446      615.53822      0.2386         246.21908      -7843.30974    306820.40015   
0.00577        6.4192         -22.92385      0.03235        0.93731        0.62491        -0.18921       -0.12292       435.99568      427.19715      440.32079      0.50196        246.21591      -7841.19789    72647.2471     
0.00386        4.18235        7.34616        0.03235        0.51545        0.74487        -0.23259       -1.92833       361.10872      116.30106      434.55009      0.33565        246.21817      -7842.68146    9464.74785     
0.00506        13.54451       -6.59507       0.03238        0.8052         0.16889        0.22452        1.62056        718.03402      783.4334       682.99016      0.44009        246.21685      -7844.1106     467036.14403   
0.00837        16.12287       2.72251        0.03237        0.73185        0.98301        -0.31451       -0.86303       555.94118      506.71491      578.97154      0.72893        246.21137      -7836.06652    194172.73965   
0.00229        5.87624        -8.48844       0.03235        1.24498        1.01999        -0.29428       -3.4783        584.36504      361.37568      668.52466      0.19928        246.21935      -7842.80177    85085.10342    
0.00884        12.20973       4.50452        0.03237        0.96198        0.84803        -0.16785       0.35014        501.21414      521.98364      490.48462      0.76912        246.21039      -7837.97578    145199.0424    
0.00474        13.77378       8.17855        0.03235        1.91124        0.02259        0.02429        -2.33224       659.70918      542.08831      711.25321      0.41263        246.21723      -7839.00591    132803.07545   
0.00254        2.52187        -5.51218       0.03235        1.48571        -0.28794       0.3454         2.46609        497.47721      630.05652      415.61863      0.22128        246.2192       -7843.64145    142087.44561   
0.00467        1.27137        16.60842       0.03235        0.93868        0.60909        0.02873        0.63808        258.35548      324.82336      217.63767      0.40647        246.21732      -7844.01709    -27683.83787   
0.00072        1.71161        -1.19498       0.03235        0.45451        1.02432        -0.34074       1.24484        674.03012      727.86194      645.43275      0.06227        246.21994      -7843.80023    436941.00976   
0.00934        1.53316        16.27757       0.03244        0.84992        0.51199        -0.15848       0.13094        180.39367      201.58881      168.92704      0.81324        246.20926      -7867.65747    -66455.50485   
0.00516        9.22748        19.7339        0.03237        0.47432        0.18563        0.37501        0.96662        583.50917      631.80669      557.79605      0.44942        246.21672      -7844.14772    312316.48181   
0.00264        5.03444        -8.54675       0.03235        0.96841        0.13153        0.34822        1.63453        617.63914      693.21242      576.14688      0.22987        246.21914      -7843.71958    313591.66189   
0.004          5.96455        25.65504       0.03235        1.32686        0.83366        -0.25423       -2.17134       439.97797      249.10194      509.2553       0.3485         246.21803      -7842.47542    -33063.10254   
0.00279        4.4983         -28.94197      0.03235        1.50023        0.27971        -0.04537       0.16789        534.62519      543.98143      529.8826       0.24285        246.21904      -7842.90546    108969.39691   
0.00205        1.40464        -13.40686      0.03235        0.25266        0.71677        0.09159        0.73681        376.69461      431.90064      345.80296      0.17805        246.21948      -7843.92313    133583.44464   
0.01052        12.96336       -4.88031       0.03242        0.83259        -0.26703       0.57756        1.40157        506.97582      584.72249      463.23396      0.91579        246.20637      -7843.09078    198505.01498   
0.00697        5.65887        24.73405       0.03236        0.6998         0.1431         0.29071        0.44267        393.53462      426.47112      375.98057      0.60633        246.21403      -7841.70552    83522.45952    
0.00061        1.28443        8.36105        0.03235        0.50097        0.06919        0.14842        -0.34068       598.03605      580.51599      606.6063       0.0529         246.21995      -7843.75517    286581.01471   
0.00165        4.5899         -23.84319      0.03235        0.93377        0.10167        0.37412        -2.1           648.92004      541.98189      696.25617      0.14351        246.21967      -7843.29751    244202.13672   
0.0053         2.21091        -2.62445       0.03236        0.61235        0.14983        0.32361        1.27936        333.77346      434.67853      269.51062      0.4614         246.21654      -7844.34978    75927.94579    
0.00741        5.04022        6.91283        0.03236        0.74254        -0.56975       0.75786        1.07003        388.48919      464.57874      344.19231      0.6447         246.21325      -7842.91064    93345.62617    
0.00102        1.07982        -20.12639      0.03235        0.66627        -0.9882        1.11592        0.704          452.84532      497.72136      428.6491       0.08908        246.21987      -7843.75103    145613.36292   
0.01141        26.6003        -22.26802      0.03246        0.36208        0.34606        -0.06043       -0.66066       621.14408      587.75861      637.16483      0.99337        246.20397      -7834.17239    321716.96913   
0.00231        3.3125         4.18426        0.03235        1.49267        0.26249        -0.0427        0.49312        514.25743      542.55356      499.50693      0.20121        246.21934      -7843.25019    98428.61807    
0.00313        2.55047        -2.99814       0.03235        0.4761         -1.00352       1.07024        -0.25663       366.38881      344.48686      376.86221      0.27218        246.2188       -7843.28281    68729.08216    
0.00767        22.12988       -21.9289       0.03239        1.68793        0.1128         0.1004         0.58238        721.23427      745.16935      708.94678      0.66743        246.21276      -7835.40983    333064.80964   
0.0075         16.6481        -16.1682       0.03236        0.67392        -0.09991       0.47866        -1.85942       574.42359      465.93686      621.59475      0.65313        246.21307      -7835.76907    191811.17333   
0.00492        2.93879        -6.84495       0.03235        1.28078        0.23744        0.00138        2.24779        414.88818      555.30224      322.51397      0.42829        246.21702      -7843.55004    84954.95903    
0.00947        1.23363        4.559          0.03312        1.60231        -0.52045       0.55479        0.52681        196.58988      265.74613      151.77871      0.82442        246.20896      -8035.8667     -139629.51797  
0.00183        5.32918        -11.41535      0.03235        1.05029        0.07302        0.30858        -0.91919       691.71665      650.17185      711.57926      0.15952        246.21959      -7843.27298    323251.02613   
0.00576        3.61096        -6.55522       0.03236        0.50721        -0.26197       0.55303        1.20064        381.59865      467.28824      330.53013      0.50106        246.21592      -7844.78426    120487.90806   
0.00471        3.12437        -3.3752        0.03235        1.16656        0.1334         0.16108        1.76802        411.31262      525.68098      339.9917       0.40968        246.21727      -7843.24548    81316.297      
0.01118        6.82843        -24.62044      0.03239        0.84303        -0.03208       0.4342         1.52439        390.53817      494.58734      326.30035      0.97347        246.2046       -7843.89349    96350.71402    
0.00164        4.58856        -20.41004      0.03235        1.328          0.56633        -0.14871       -1.16167       671.3046       616.59424      697.05047      0.14314        246.21967      -7843.30986    254400.81671   
0.00557        8.68632        29.94107       0.03236        0.78269        1.27443        -0.36849       -0.4694        507.00937      478.30023      520.76455      0.48528        246.21617      -7840.89199    148012.35248   
0.00285        0.10699        10.80532       0.03235        0.52373        -0.70736       0.89366        0.7139         167.84806      267.36474      80.73234       0.2482         246.219        -7843.67847    -13672.98976   
0.007          9.41628        -7.53926       0.03235        1.01669        1.11473        -0.28576       -1.82638       423.03301      261.11072      484.08188      0.60906        246.21397      -7839.47403    295.27021      
0.00952        21.783         5.20928        0.03238        1.12995        0.29107        -0.06514       -0.70471       613.97092      578.15297      631.09196      0.82884        246.20884      -7831.30038    218600.01923   
0.00357        5.94007        5.18872        0.03235        0.81982        -1.05514       1.10849        -1.71348       487.25312      365.45034      537.90682      0.31113        246.21843      -7842.24218    86082.05158    
0.00811        9.89188        -27.07565      0.03238        0.50311        0.32382        0.03897        0.55169        478.68064      512.18715      461.01174      0.70581        246.21191      -7842.54711    184728.99898   
0.00906        25.73274       19.96952       0.03249        0.23362        0.88579        -0.17117       0.86143        721.43493      756.86086      703.05934      0.78892        246.20989      -7847.16408    518305.09037   
0.00187        3.22493        -21.85867      0.03235        0.76521        0.20798        0.26617        0.39948        558.9865       580.20711      548.0678       0.16273        246.21957      -7843.57853    231772.12447   
0.00492        9.66941        8.94896        0.03235        1.23354        0.06892        0.04229        -0.14842       581.05387      573.29215      584.88912      0.42836        246.21702      -7840.88265    183578.11505   
0.01145        24.99324       -25.52651      0.03248        0.37713        -0.38537       0.54717        0.02985        617.27685      618.45119      616.68438      0.99651        246.20387      -7839.05025    336007.38472   
0.00838        14.35143       -6.03927       0.03237        0.97946        -0.04529       0.18756        -0.24382       539.19049      525.23568      546.0173       0.72962        246.21135      -7836.64474    164538.44355   
0.0013         2.8912         -0.43059       0.03235        0.52039        0.18857        0.35303        0.65441        638.97993      669.3035       623.26515      0.1128         246.21979      -7843.75696    365034.40495   
0.00304        3.90633        15.48757       0.03235        0.88457        -0.4           0.50822        0.28354        482.21088      499.7633       473.18898      0.26439        246.21886      -7843.13902    133892.20206   
0.00632        10.29266       5.56566        0.03236        0.28224        -0.24069       0.24989        -1.43446       490.14976      391.55293      532.6404       0.54981        246.21509      -7840.05469    162555.29438   
0.00035        0.38935        28.92994       0.03235        0.99086        0.20109        0.14803        -0.68375       413.16704      359.53558      437.52436      0.03083        246.21998      -7843.77132    29846.05284    
0.00687        16.88428       -16.96881      0.03239        0.35286        0.37911        0.25707        -0.46275       643.2967       620.99746      654.1586       0.59809        246.21419      -7840.83437    356940.53187   
0.00497        6.43609        13.73018       0.03236        0.27011        0.7563         -0.02545       -0.21291       468.08332      454.16052      474.89082      0.43247        246.21696      -7842.88361    179928.46144   
0.01116        16.53537       -2.54777       0.03242        0.50131        0.54203        -0.03861       0.16746        512.84439      522.5915       507.89013      0.97161        246.20466      -7838.62104    207260.03056   
0.00095        0.59674        -27.60526      0.03235        1.14723        0.2278         0.15705        2.00201        412.15278      539.64123      330.45194      0.08283        246.21989      -7843.77386    91441.30553    
0.00482        11.5459        -9.42737       0.03237        0.56463        0.04373        0.44406        -0.27604       639.4941       626.22799      646.02291      0.41932        246.21714      -7842.03944    332092.36488   
0.0013         3.45819        4.71324        0.03235        1.11735        -0.60599       0.71619        -1.442         646.78927      575.25814      679.73742      0.11344        246.21979      -7843.49794    239151.87531   
